HASH,HASH_W_LEADING_ZEROS,API_NAME
0xe5b76c8d,0xe5b76c8d,AlpcGetMessageAttribute
0xf62f317f,0xf62f317f,AlpcGetMessageFromCompletionList
0x5f29a0ab,0x5f29a0ab,AlpcGetOutstandingCompletionListMessageCount
0x7d213701,0x7d213701,AlpcInitializeMessageAttribute
0x7bc2d35f,0x7bc2d35f,AlpcMaxAllowedMessageLength
0x4054fcc7,0x4054fcc7,AlpcRegisterCompletionList
0x6e37e5ca,0x6e37e5ca,AlpcRegisterCompletionListWorkerThread
0x9a030c0a,0x9a030c0a,AlpcRundownCompletionList
0x54950d78,0x54950d78,AlpcUnregisterCompletionList
0x4651ed11,0x4651ed11,AlpcUnregisterCompletionListWorkerThread
0x9258ec83,0x9258ec83,AnimateWindow
0x42ec87b8,0x42ec87b8,AnyPopup
0xfd6f8d27,0xfd6f8d27,AppCacheCheckManifest
0x6e6fb86e,0x6e6fb86e,AppCacheCloseHandle
0x2a28b97f,0x2a28b97f,AppCacheDeleteGroup
0xadbf7402,0xadbf7402,AppCacheDeleteIEGroup
0x70d1ffe6,0x70d1ffe6,AppCacheDuplicateHandle
0xca65f469,0xca65f469,AppCacheFinalize
0x7d027634,0x7d027634,AppCacheFreeDownloadList
0x7aa7fe8b,0x7aa7fe8b,AppCacheFreeGroupList
0x592e5485,0x592e5485,AppCacheFreeIESpace
0xeab10e92,0xeab10e92,AppCacheFreeSpace
0x39184f47,0x39184f47,AppCacheGetDownloadList
0x41dca099,0x41dca099,AppCacheGetFallbackUrl
0x528e25d6,0x528e25d6,AppCacheGetGroupList
0x6ce74e44,0x6ce74e44,AppCacheGetIEGroupList
0x7ccd3fb,0x07ccd3fb,AppCacheGetInfo
0x3afb771,0x03afb771,AppCacheGetManifestUrl
0x57740014,0x57740014,AppCacheLookup
0x9ea0844c,0x9ea0844c,AppCompat_RunDLLW
0x6b3ee4e8,0x6b3ee4e8,AppendMenuA
0x9fea51b9,0x9fea51b9,AppendMenuW
0xc0bbd1d0,0xc0bbd1d0,ApplicationRecoveryFinished
0x5fe172e3,0x5fe172e3,ApplicationRecoveryInProgress
0xad23306c,0xad23306c,AreAllAccessesGranted
0xe5614323,0xe5614323,AreAnyAccessesGranted
0x951df30f,0x951df30f,AreFileApisANSI
0xb336b637,0xb336b637,ArrangeIconicWindows
0xdaf35202,0xdaf35202,AssignProcessToJobObject
0x7a9f42d1,0x7a9f42d1,AssocCreateForClasses
0xb6d29cbb,0xb6d29cbb,AssocGetDetailsOfPropKey
0x77ae8606,0x77ae8606,AsyncIoOperation
0x460ca74a,0x460ca74a,AttachConsole
0x5c550036,0x5c550036,AttachThreadInput
0xce6a5645,0xce6a5645,AuditComputeEffectivePolicyBySid
0x60488458,0x60488458,AuditComputeEffectivePolicyByToken
0x5c580205,0x5c580205,AuditEnumerateCategories
0x4d2c18fc,0x4d2c18fc,AuditEnumeratePerUserPolicy
0xf07c09bf,0xf07c09bf,AuditEnumerateSubCategories
0x799b7002,0x799b7002,AuditFree
0x98f4fb9b,0x98f4fb9b,AuditLookupCategoryGuidFromCategoryId
0xd7d1c99a,0xd7d1c99a,AuditLookupCategoryIdFromCategoryGuid
0x6a3a84f9,0x6a3a84f9,AuditLookupCategoryNameA
0x9eee31a8,0x9eee31a8,AuditLookupCategoryNameW
0x1ebafd7c,0x1ebafd7c,AuditLookupSubCategoryNameA
0xea6e482d,0xea6e482d,AuditLookupSubCategoryNameW
0x899cd266,0x899cd266,AuditQueryGlobalSaclA
0x7d486737,0x7d486737,AuditQueryGlobalSaclW
0xb1008be7,0xb1008be7,AuditQueryPerUserPolicy
0x216a7fcd,0x216a7fcd,AuditQuerySecurity
0x1a73e383,0x1a73e383,AuditQuerySystemPolicy
0xf4ce2348,0xf4ce2348,AuditSetGlobalSaclA
0x1a9619,0x001a9619,AuditSetGlobalSaclW
0x70bd3d13,0x70bd3d13,AuditSetPerUserPolicy
0x28ea3adc,0x28ea3adc,AuditSetSecurity
0xc6d8bcbd,0xc6d8bcbd,AuditSetSystemPolicy
0x6e7e3e6,0x06e7e3e6,BackupEventLogA
0xf23356b7,0xf23356b7,BackupEventLogW
0xb17b745d,0xb17b745d,BackupRead
0xfd14cbad,0xfd14cbad,BackupSeek
0xbb4e8fd8,0xbb4e8fd8,BackupWrite
0xf428ab32,0xf428ab32,BaseCheckAppcompatCache
0xabf9ae2a,0xabf9ae2a,BaseCheckAppcompatCacheEx
0xcb5fb711,0xcb5fb711,BaseCheckRunApp
0x97348a6,0x097348a6,BaseCleanupAppcompatCacheSupport
0x8724e62,0x08724e62,BaseDllReadWriteIniFile
0x1ac55488,0x1ac55488,BaseDumpAppcompatCache
0x21013c14,0x21013c14,BaseFlushAppcompatCache
0xb6cf1c57,0xb6cf1c57,BaseFormatObjectAttributes
0xefe8499a,0xefe8499a,BaseFormatTimeOut
0x57d67551,0x57d67551,BaseGenerateAppCompatData
0xfc64d58a,0xfc64d58a,BaseGetNamedObjectDirectory
0x690b44fb,0x690b44fb,BaseInitAppcompatCacheSupport
0x4ae3a730,0x4ae3a730,BaseIsAppcompatInfrastructureDisabled
0xd957a352,0xd957a352,BaseQueryModuleData
0x1d471c0,0x01d471c0,BaseSetLastNTError
0x93ecf1b6,0x93ecf1b6,BaseThreadInitThunk
0xa16db69d,0xa16db69d,BaseUpdateAppcompatCache
0x5aa91bbd,0x5aa91bbd,BaseVerifyUnicodeString
0x16e7b714,0x16e7b714,Basep8BitStringToDynamicUnicodeString
0x6a3b8873,0x6a3b8873,BasepAllocateActivationContextActivationBlock
0xc93a12a,0x0c93a12a,BasepAnsiStringToDynamicUnicodeString
0x635e62c7,0x635e62c7,BasepCheckAppCompat
0xa125f5a9,0xa125f5a9,BasepCheckBadapp
0x75532ba6,0x75532ba6,BasepCheckWinSaferRestrictions
0xb5097322,0xb5097322,BasepFreeActivationContextActivationBlock
0x654229ab,0x654229ab,BasepFreeAppCompatData
0x51c519b9,0x51c519b9,BasepMapModuleHandle
0xb6f80781,0xb6f80781,Beep
0xcd64eea8,0xcd64eea8,BeginDeferWindowPos
0x47cac564,0x47cac564,BeginPaint
0x93864791,0x93864791,BeginUpdateResourceA
0x6752f2c0,0x6752f2c0,BeginUpdateResourceW
0xa6c7a1d7,0xa6c7a1d7,BindIoCompletionCallback
0x1f210fe4,0x1f210fe4,BindMoniker
0x436310b7,0x436310b7,BlockInput
0xd103555c,0xd103555c,BoundaryDescriptor
0xa96951c6,0xa96951c6,BringWindowToTop
0x8f78f7a,0x08f78f7a,BroadcastSystemMessage
0x586fd1ee,0x586fd1ee,BroadcastSystemMessageA
0xaaaa7c5c,0xaaaa7c5c,BroadcastSystemMessageExA
0x5e7ec90d,0x5e7ec90d,BroadcastSystemMessageExW
0xacbb64bf,0xacbb64bf,BroadcastSystemMessageW
0x59063a72,0x59063a72,BuildCommDCBA
0xabaa51bc,0xabaa51bc,BuildCommDCBAndTimeoutsA
0x5f7ee4ed,0x5f7ee4ed,BuildCommDCBAndTimeoutsW
0xadd28f23,0xadd28f23,BuildCommDCBW
0xaaf7bf14,0xaaf7bf14,BuildExplicitAccessWithNameA
0x5e230a45,0x5e230a45,BuildExplicitAccessWithNameW
0xa7348ce,0x0a7348ce,BuildImpersonateExplicitAccessWithNameA
0xfea7fd9f,0xfea7fd9f,BuildImpersonateExplicitAccessWithNameW
0xf6c68499,0xf6c68499,BuildImpersonateTrusteeA
0x21231c8,0x021231c8,BuildImpersonateTrusteeW
0x2a7eaf33,0x2a7eaf33,BuildReasonArray
0x99d8f15c,0x99d8f15c,BuildSecurityDescriptorA
0x6d0c440d,0x6d0c440d,BuildSecurityDescriptorW
0xf1815410,0xf1815410,BuildTrusteeWithNameA
0x555e141,0x0555e141,BuildTrusteeWithNameW
0xf30ec351,0xf30ec351,BuildTrusteeWithObjectsAndNameA
0x7da7600,0x07da7600,BuildTrusteeWithObjectsAndNameW
0xc217c8ff,0xc217c8ff,BuildTrusteeWithObjectsAndSidA
0x36c37dae,0x36c37dae,BuildTrusteeWithObjectsAndSidW
0x2013833c,0x2013833c,BuildTrusteeWithSidA
0xd4c7366d,0xd4c7366d,BuildTrusteeWithSidW
0xadc6bc5a,0xadc6bc5a,ByHandleA
0x5912090b,0x5912090b,ByHandleW
0x4b92aef9,0x4b92aef9,CDefFolderMenu_Create2
0x25807933,0x25807933,CIDLData_CreateFromIDArray
0xbf6f8ee0,0xbf6f8ee0,CLIPFORMAT_UserFree
0xbd0f959b,0xbd0f959b,CLIPFORMAT_UserFree64
0xd03c8f11,0xd03c8f11,CLIPFORMAT_UserFreeExt
0x707f4a12,0x707f4a12,CLIPFORMAT_UserMarshal
0x78cdf1d,0x078cdf1d,CLIPFORMAT_UserMarshal64
0xd45d2a4e,0xd45d2a4e,CLIPFORMAT_UserMarshalExt
0x5816b42,0x05816b42,CLIPFORMAT_UserSize
0xf15ee7e9,0xf15ee7e9,CLIPFORMAT_UserSize64
0x6e7bce73,0x6e7bce73,CLIPFORMAT_UserSizeExt
0x513fc8d1,0x513fc8d1,CLIPFORMAT_UserUnmarshal
0xe4ed98dc,0xe4ed98dc,CLIPFORMAT_UserUnmarshal64
0x38ddb92f,0x38ddb92f,CLIPFORMAT_UserUnmarshalExt
0x6335e5ea,0x6335e5ea,CLSIDFromOle1Class
0xc97b6077,0xc97b6077,CLSIDFromProgID
0x2a413301,0x2a413301,CLSIDFromProgIDEx
0xbe0a824c,0xbe0a824c,CLSIDFromString
0x211ae1fd,0x211ae1fd,COMBASE.#110
0x561dd16b,0x561dd16b,COMBASE.#111
0xcf1480d1,0xcf1480d1,COMBASE.#112
0x132e396,0x0132e396,COMBASE.CoDecodeProxy
0x631addd1,0x631addd1,COMBASE.DcomChannelSetHResult
0x4ed913ea,0x4ed913ea,COMBASE.NdrProxyForwardingFunction10
0x39de237c,0x39de237c,COMBASE.NdrProxyForwardingFunction11
0xa0d772c6,0xa0d772c6,COMBASE.NdrProxyForwardingFunction12
0xd7d04250,0xd7d04250,COMBASE.NdrProxyForwardingFunction13
0x49b4d7f3,0x49b4d7f3,COMBASE.NdrProxyForwardingFunction14
0x3eb3e765,0x3eb3e765,COMBASE.NdrProxyForwardingFunction15
0xa7bab6df,0xa7bab6df,COMBASE.NdrProxyForwardingFunction16
0xd0bd8649,0xd0bd8649,COMBASE.NdrProxyForwardingFunction17
0x40029bd8,0x40029bd8,COMBASE.NdrProxyForwardingFunction18
0x3705ab4e,0x3705ab4e,COMBASE.NdrProxyForwardingFunction19
0x65f44029,0x65f44029,COMBASE.NdrProxyForwardingFunction20
0x12f370bf,0x12f370bf,COMBASE.NdrProxyForwardingFunction21
0x8bfa2105,0x8bfa2105,COMBASE.NdrProxyForwardingFunction22
0xfcfd1193,0xfcfd1193,COMBASE.NdrProxyForwardingFunction23
0x62998430,0x62998430,COMBASE.NdrProxyForwardingFunction24
0x159eb4a6,0x159eb4a6,COMBASE.NdrProxyForwardingFunction25
0x8c97e51c,0x8c97e51c,COMBASE.NdrProxyForwardingFunction26
0xfb90d58a,0xfb90d58a,COMBASE.NdrProxyForwardingFunction27
0x6b2fc81b,0x6b2fc81b,COMBASE.NdrProxyForwardingFunction28
0x1c28f88d,0x1c28f88d,COMBASE.NdrProxyForwardingFunction29
0x3cf4afd8,0x3cf4afd8,COMBASE.NdrProxyForwardingFunction3
0x7cef7168,0x7cef7168,COMBASE.NdrProxyForwardingFunction30
0xbe841fe,0x0be841fe,COMBASE.NdrProxyForwardingFunction31
0x92e11044,0x92e11044,COMBASE.NdrProxyForwardingFunction32
0xa2903a7b,0xa2903a7b,COMBASE.NdrProxyForwardingFunction4
0xd5970aed,0xd5970aed,COMBASE.NdrProxyForwardingFunction5
0x4c9e5b57,0x4c9e5b57,COMBASE.NdrProxyForwardingFunction6
0x3b996bc1,0x3b996bc1,COMBASE.NdrProxyForwardingFunction7
0xab267650,0xab267650,COMBASE.NdrProxyForwardingFunction8
0xdc2146c6,0xdc2146c6,COMBASE.NdrProxyForwardingFunction9
0x4ea4b9cf,0x4ea4b9cf,COMBASE.ObjectStublessClient10
0x39a38959,0x39a38959,COMBASE.ObjectStublessClient11
0xa0aad8e3,0xa0aad8e3,COMBASE.ObjectStublessClient12
0xd7ade875,0xd7ade875,COMBASE.ObjectStublessClient13
0x49c97dd6,0x49c97dd6,COMBASE.ObjectStublessClient14
0x3ece4d40,0x3ece4d40,COMBASE.ObjectStublessClient15
0xa7c71cfa,0xa7c71cfa,COMBASE.ObjectStublessClient16
0xd0c02c6c,0xd0c02c6c,COMBASE.ObjectStublessClient17
0x407f31fd,0x407f31fd,COMBASE.ObjectStublessClient18
0x3778016b,0x3778016b,COMBASE.ObjectStublessClient19
0x6589ea0c,0x6589ea0c,COMBASE.ObjectStublessClient20
0x128eda9a,0x128eda9a,COMBASE.ObjectStublessClient21
0x8b878b20,0x8b878b20,COMBASE.ObjectStublessClient22
0xfc80bbb6,0xfc80bbb6,COMBASE.ObjectStublessClient23
0x62e42e15,0x62e42e15,COMBASE.ObjectStublessClient24
0x15e31e83,0x15e31e83,COMBASE.ObjectStublessClient25
0x8cea4f39,0x8cea4f39,COMBASE.ObjectStublessClient26
0xfbed7faf,0xfbed7faf,COMBASE.ObjectStublessClient27
0x6b52623e,0x6b52623e,COMBASE.ObjectStublessClient28
0x1c5552a8,0x1c5552a8,COMBASE.ObjectStublessClient29
0x415e8ad8,0x415e8ad8,COMBASE.ObjectStublessClient3
0x7c92db4d,0x7c92db4d,COMBASE.ObjectStublessClient30
0xb95ebdb,0x0b95ebdb,COMBASE.ObjectStublessClient31
0x929cba61,0x929cba61,COMBASE.ObjectStublessClient32
0xdf3a1f7b,0xdf3a1f7b,COMBASE.ObjectStublessClient4
0xa83d2fed,0xa83d2fed,COMBASE.ObjectStublessClient5
0x31347e57,0x31347e57,COMBASE.ObjectStublessClient6
0x46334ec1,0x46334ec1,COMBASE.ObjectStublessClient7
0xd68c5350,0xd68c5350,COMBASE.ObjectStublessClient8
0xa18b63c6,0xa18b63c6,COMBASE.ObjectStublessClient9
0x1350c696,0x1350c696,COMBASE.WdtpInterfacePointer_UserFree
0xbc6d2e76,0xbc6d2e76,COMBASE.WdtpInterfacePointer_UserFree64
0xaec5b66c,0xaec5b66c,COMBASE.WdtpInterfacePointer_UserMarshal
0x23bebe8,0x023bebe8,COMBASE.WdtpInterfacePointer_UserMarshal64
0xa9be2334,0xa9be2334,COMBASE.WdtpInterfacePointer_UserSize
0xf03c5c04,0xf03c5c04,COMBASE.WdtpInterfacePointer_UserSize64
0x5488fc24,0x5488fc24,COMBASE.WdtpInterfacePointer_UserUnmarshal
0xac927c26,0xac927c26,COMBASE.WdtpInterfacePointer_UserUnmarshal64
0x39a28485,0x39a28485,CalcMenuBar
0x9e186f45,0x9e186f45,CalculatePopupWindowPosition
0x914b4c21,0x914b4c21,CallMsgFilter
0xa44fe551,0xa44fe551,CallMsgFilterA
0x509b5000,0x509b5000,CallMsgFilterW
0xc9f531e2,0xc9f531e2,CallNamedPipeA
0x3d2184b3,0x3d2184b3,CallNamedPipeW
0xa5eab37e,0xa5eab37e,CallNextHookEx
0x726bf0a9,0x726bf0a9,CallWindowProcA
0x86bf45f8,0x86bf45f8,CallWindowProcW
0x79f97426,0x79f97426,Callback
0x55856115,0x55856115,CallbackMayRunLong
0x7045dfd6,0x7045dfd6,CancelDeviceWakeupRequest
0xdeecc585,0xdeecc585,CancelIo
0xaa77f0ce,0xaa77f0ce,CancelIoEx
0x9ff3d99e,0x9ff3d99e,CancelOverlappedAccess
0x872e23ee,0x872e23ee,CancelShutdown
0x57f55cc3,0x57f55cc3,CancelSynchronousIo
0x59f39065,0x59f39065,CancelThreadpoolIo
0x78209362,0x78209362,CancelTimerQueueTimer
0x2ed2ac70,0x2ed2ac70,CancelWaitableTimer
0x48d09096,0x48d09096,CascadeChildWindows
0xb1aa380f,0xb1aa380f,CascadeWindows
0x981b6ae9,0x981b6ae9,ChangeClipboardChain
0x7aa947b,0x07aa947b,ChangeDisplaySettingsA
0xa02ae8d9,0xa02ae8d9,ChangeDisplaySettingsExA
0x54fe5d88,0x54fe5d88,ChangeDisplaySettingsExW
0xf37e212a,0xf37e212a,ChangeDisplaySettingsW
0xbf3e4027,0xbf3e4027,ChangeMenuA
0x4beaf576,0x4beaf576,ChangeMenuW
0x6b53cae8,0x6b53cae8,ChangeServiceConfig2A
0x9f877fb9,0x9f877fb9,ChangeServiceConfig2W
0xc5936c59,0xc5936c59,ChangeServiceConfigA
0x3147d908,0x3147d908,ChangeServiceConfigW
0x39efb9aa,0x39efb9aa,ChangeTimerQueueTimer
0xa8eaa848,0xa8eaa848,ChangeWindowMessageFilter
0xe720322e,0xe720322e,ChangeWindowMessageFilterEx
0xa24b6177,0xa24b6177,CharLowerA
0xebe5b227,0xebe5b227,CharLowerBuffA
0x1f310776,0x1f310776,CharLowerBuffW
0x569fd426,0x569fd426,CharLowerW
0xea3ce393,0xea3ce393,CharNextA
0xf8ec9834,0xf8ec9834,CharNextExA
0x1ee856c2,0x1ee856c2,CharNextW
0xdeeaf7f7,0xdeeaf7f7,CharPrevA
0xe3a7d63c,0xe3a7d63c,CharPrevExA
0x2a3e42a6,0x2a3e42a6,CharPrevW
0x1539906f,0x1539906f,CharToOemA
0x8242e9eb,0x8242e9eb,CharToOemBuffA
0x76965cba,0x76965cba,CharToOemBuffW
0xe1ed253e,0xe1ed253e,CharToOemW
0xf9f50ace,0xf9f50ace,CharUpperA
0x49e29cbc,0x49e29cbc,CharUpperBuffA
0xbd3629ed,0xbd3629ed,CharUpperBuffW
0xd21bf9f,0x0d21bf9f,CharUpperW
0x36463662,0x36463662,CheckDesktopByThreadId
0x6629d409,0x6629d409,CheckDlgButton
0xff14908f,0xff14908f,CheckElevation
0x78a4006f,0x78a4006f,CheckElevationEnabled
0xd79f5009,0xd79f5009,CheckEscapesW
0x9fdd124c,0x9fdd124c,CheckForReadOnlyResource
0x3e97dc31,0x3e97dc31,CheckInitDde
0xf8855d2b,0xf8855d2b,CheckMenuItem
0x70da3c76,0x70da3c76,CheckMenuRadioItem
0xb00e97,0x00b00e97,CheckNameLegalDOS8Dot3A
0xf464bbc6,0xf464bbc6,CheckNameLegalDOS8Dot3W
0x3378ba40,0x3378ba40,CheckRadioButton
0xa37a48e8,0xa37a48e8,CheckRemoteDebuggerPresent
0xc5f45fdc,0xc5f45fdc,CheckTokenMembership
0xde0341f,0x0de0341f,CheckWindowThreadDesktop
0x37211d2a,0x37211d2a,ChildWindowFromPoint
0xbe0e3c3,0x0be0e3c3,ChildWindowFromPointEx
0xb9da266e,0xb9da266e,CleanROTForApartment
0xd9f0d5a7,0xd9f0d5a7,CleanupGroup
0x9e292ec5,0x9e292ec5,ClearCommBreak
0xcf88c26e,0xcf88c26e,ClearCommError
0xdfc2c846,0xdfc2c846,ClearEventLogA
0x2b167d17,0x2b167d17,ClearEventLogW
0x86376d85,0x86376d85,CliImmSetHotKey
0xf96f79c,0x0f96f79c,ClientThreadSetup
0x783d199c,0x783d199c,ClientToScreen
0x347c0523,0x347c0523,ClipCursor
0x32167ab5,0x32167ab5,ClipboardProcessUninitialize
0xd6546817,0xd6546817,CloseClipboard
0xea5b55f9,0xea5b55f9,CloseCodeAuthzLevel
0x2f2e81f9,0x2f2e81f9,CloseConsoleHandle
0x9b13a880,0x9b13a880,CloseDesktop
0x67956c7e,0x67956c7e,CloseEncryptedFileRaw
0xa418d302,0xa418d302,CloseEventLog
0x445fba4b,0x445fba4b,CloseGestureInfoHandle
0x31a39f15,0x31a39f15,CloseHandle
0x7fbba623,0x7fbba623,ClosePrivateNamespace
0xa8b432fa,0xa8b432fa,CloseProfileUserMapping
0x99e1392c,0x99e1392c,CloseServiceHandle
0xd2f87f63,0xd2f87f63,CloseThreadWaitChainSession
0x7741dc75,0x7741dc75,CloseThreadpool
0x85e69bbd,0x85e69bbd,CloseThreadpoolCleanupGroup
0xeb06e69,0x0eb06e69,CloseThreadpoolCleanupGroupMembers
0xf5c6dad5,0xf5c6dad5,CloseThreadpoolIo
0x2646bf42,0x2646bf42,CloseThreadpoolTimer
0x829f85c4,0x829f85c4,CloseThreadpoolWait
0xac3f6ea1,0xac3f6ea1,CloseThreadpoolWork
0xf3ca15e,0x0f3ca15e,CloseTouchInputHandle
0x18066141,0x18066141,CloseTrace
0x2bc74611,0x2bc74611,CloseWindow
0xab979a4e,0xab979a4e,CloseWindowStation
0xa3dbd3f9,0xa3dbd3f9,CmdBatNotification
0xe0ef352,0x0e0ef352,CoAddRefServerProcess
0xf171fcc9,0xf171fcc9,CoAicGetTokenForCOM
0x4ccc98c0,0x4ccc98c0,CoAllowSetForegroundWindow
0x988b7ab9,0x988b7ab9,CoAllowUnmarshalerCLSID
0xa2ec2f8e,0xa2ec2f8e,CoBuildVersion
0xf3208b,0x00f3208b,CoCancelCall
0xa4816471,0xa4816471,CoCheckElevationEnabled
0x9b6da3df,0x9b6da3df,CoCopyProxy
0xb08252a3,0xb08252a3,CoCreateFreeThreadedMarshaler
0x7d300083,0x7d300083,CoCreateGuid
0x2f7f4a3d,0x2f7f4a3d,CoCreateInstance
0xfb6cbb5c,0xfb6cbb5c,CoCreateInstanceEx
0x3345491a,0x3345491a,CoCreateInstanceFromApp
0xa7dd6c6,0x0a7dd6c6,CoCreateObjectInContext
0xb572d86a,0xb572d86a,CoDeactivateObject
0xcffdee2f,0xcffdee2f,CoDecodeProxy
0x78ba6deb,0x78ba6deb,CoDecrementMTAUsage
0x2430c1d4,0x2430c1d4,CoDisableCallCancellation
0xef65ea01,0xef65ea01,CoDisconnectContext
0xfda8ea66,0xfda8ea66,CoDisconnectObject
0xff01ede5,0xff01ede5,CoDosDateTimeToFileTime
0x9b509748,0x9b509748,CoEnableCallCancellation
0x658fc77f,0x658fc77f,CoFileTimeNow
0xcda4f7ae,0xcda4f7ae,CoFileTimeToDosDateTime
0xfeaf3892,0xfeaf3892,CoFreeAllLibraries
0x1e452743,0x1e452743,CoFreeLibrary
0x57ded7e0,0x57ded7e0,CoFreeUnusedLibraries
0x41449756,0x41449756,CoFreeUnusedLibrariesEx
0x89b57185,0x89b57185,CoGetActivationState
0x7e04e889,0x7e04e889,CoGetApartmentID
0xa12376f3,0xa12376f3,CoGetApartmentType
0x82350042,0x82350042,CoGetCallContext
0xa5519753,0xa5519753,CoGetCallState
0xfd1c97bc,0xfd1c97bc,CoGetCallerTID
0x5c135686,0x5c135686,CoGetCancelObject
0x98c1d5db,0x98c1d5db,CoGetClassObject
0x7911ab2,0x07911ab2,CoGetClassVersion
0xa7f75898,0xa7f75898,CoGetComCatalog
0x459cf95b,0x459cf95b,CoGetContextToken
0x8cce8a46,0x8cce8a46,CoGetCurrentLogicalThreadId
